Timestamp,Label,Inner_Env,Outer_Env
1782287114.6072,1,0.740154287563281,0.7969172203962003
1782287116.9875028,1,0.7481800891563597,0.8852157418620392
1782287118.8390439,1,0.7808791701362747,0.909858955400455
1782287120.7994199,1,0.7600885892182043,0.8368748512096115
1782287122.7261736,1,0.7744742781412672,0.9355581710874585
1782287124.8401318,1,0.9085868423368191,0.9186672059906718
1782287126.8267825,1,0.8320445550293745,0.7984036788476416
1782287129.3662338,1,0.7861143847915569,0.8874099957790235
1782287131.6014357,1,0.8644591276277237,0.8612515035669867
1782287133.7616236,1,0.880079202449613,0.8943666970410789
1782287135.7271314,1,0.8565216170408281,0.8678744563357036
1782287137.7066307,1,0.8805292779039344,0.824622058211561
1782287139.8267899,1,0.9070053349015266,0.8373534234278548
1782287142.2032874,1,0.83818370334104,0.897422327710083
1782287144.26727,1,0.8874924319440414,0.8862051691700833
1782287146.584569,1,0.9155809350695505,0.8742561958183984
1782287148.8267212,1,0.862330798163704,0.9291031066745483
1782287150.9247992,1,0.9119779151321955,0.8627510743395906
1782287153.0251732,1,0.9970425579008374,0.8974335593015461
1782287155.1657014,1,0.9037065831546199,0.8525664265558265
1782287158.9463542,4,0.8398334448602098,0.8398026267931902
1782287160.6665647,4,0.8442510838161825,0.8424899121709317
1782287162.5470748,4,0.9400288457450472,0.8954993062679456
1782287164.4272332,4,1.0,0.9634521733326346
1782287166.4474504,4,0.9653533359047324,0.9171668960614201
1782287168.7668324,4,0.942359403083741,0.9431208643966709
1782287171.0472293,4,0.9022647369075605,0.9204911747832046
1782287173.4986076,4,0.9598569967006115,1.0
1782287175.4792757,4,0.9150678251727429,0.9439612434804456
1782287177.6196327,4,0.92287280365232,0.9657249992889247
1782287179.4600153,4,0.7850346510798912,0.9569238649011906
1782287181.3434112,4,0.8209654326941443,0.9298520046508707
1782287183.2006176,4,0.922826304696862,0.9485444371050397
1782287185.006969,4,0.950869695632639,0.9845053155138561
1782287186.8411818,4,0.9994949596321475,0.961117826245423
1782287188.7469988,4,1.0,1.0
1782287190.501884,4,1.0,1.0
1782287192.4868753,4,0.9867491534400598,0.9619576607028523
1782287194.5231144,4,1.0,0.9806541166486273
1782287196.4631722,4,1.0,0.99850039666463
1782287199.9038126,3,0.6847732904356403,0.9871873174218421
1782287202.8040493,3,0.8860538381239565,0.7476214282196351
1782287205.1245522,3,0.38338135202019347,1.0
1782287207.3452225,3,0.4217435853256138,0.6695451516020611
1782287209.5456767,3,0.41918805478670723,0.8030831568443981
1782287212.4259443,3,0.25679019756567206,0.7828340708002691
1782287214.926431,3,0.2719963469374772,0.9448751631136554
1782287217.1872737,3,0.1942836611334416,0.98410561723382
1782287219.247215,3,0.3696667201996782,0.8073001650537852
1782287221.526852,3,0.39237860136715985,0.34579837940786834
1782287223.8070045,3,0.3880712431842104,0.24951421284320568
1782287225.8382883,3,0.3818758390455742,0.637680414756153
1782287227.8877368,3,0.35291868146809097,0.3570399143480473
1782287229.9990475,3,0.4745243070693695,0.14855611788514653
1782287232.3994644,3,0.40309572971348334,0.9304972101926811
1782287234.6601152,3,0.4498532924960869,0.16051499235221675
1782287236.8604634,3,0.5161080872903745,0.1283976129591917
1782287241.7412152,3,0.6242718742383891,0.9465806388514256
1782287244.2817574,3,0.5574006867299645,0.9114047359653789
1782287246.703573,3,0.5866898959260949,1.0
1782287249.962669,2,0.7491499671220055,0.9210259087875187
1782287252.1029973,2,0.84153820447031,0.9904462525971323
1782287254.3235607,2,0.7062512359683744,1.0
1782287256.527104,2,0.7573808292724044,0.9011457102682037
1782287258.7066252,2,0.6209637785925365,0.9777821349291296
1782287261.2648156,2,0.6312929556561504,0.9918987417350216
1782287263.9253623,2,0.6350875381289135,1.0
1782287266.4670043,2,0.7408591365011429,0.9249465923279867
1782287269.3862667,2,0.6436261283687126,0.9741672306725903
1782287271.7666216,2,0.4736854198964644,0.9780491356672153
1782287274.1072338,2,0.4165221319289761,1.0
1782287281.5984247,2,0.7025067291629402,1.0
1782287284.3061514,2,0.6850302709522456,0.9649723909303529
1782287286.9257257,2,0.6336290064961102,0.9992809237031969
1782287289.6198738,2,0.7429259175149354,1.0
1782287292.3206148,2,0.4610427823291891,0.9764274202805716
1782287294.760803,2,0.5901999768898295,0.9765691647678308
1782287297.1013238,2,0.8325240128475165,1.0
1782287300.062068,2,1.0,0.9469199693334789
1782287302.8823235,2,1.0,1.0
