Timestamp,Label,Inner_Env,Outer_Env,Ratio,Inner_Var,Outer_Var
1782371115.5797162,4,255.8,44.62,5.732855093391864,16.11198222222225,125.85693155555555
1782371117.7995355,4,255.3,64.54,3.9556863347430067,8.706079999999995,82.99309155555552
1782371119.4996142,4,252.86,88.32,2.8629981559896045,30.167384888888883,186.63230933333324
1782371121.0996637,4,255.38,71.28,3.582772115842142,4.366357333333324,167.5855822222222
1782371122.6797087,4,248.18,57.4,4.323693304465274,277.1018595555555,155.66073955555552
1782371124.359106,4,248.62,70.52,3.5255246238581313,3.404704000000003,80.75330488888886
1782371125.9192705,4,246.2,62.3,3.9518458434695694,1.186762666666662,58.08830222222222
1782371127.580418,4,247.06,57.52,4.295201594311516,4.1418488888888865,105.40585955555552
1782371129.2193933,4,248.38,69.12,3.593460596159424,2.0813048888888948,127.3793848888889
1782371130.7993743,4,250.54,67.84,3.693101360655935,3.15081599999999,61.531104000000006
1782371138.0200982,3,378.74,36.64,10.336790110895468,1053.9963662222224,37.730008888888875
1782371139.939243,3,308.98,42.5,7.270117475997237,1527.082446222222,42.99727288888887
1782371141.9795406,3,462.32,48.1,9.61164221181617,2560.070336,73.27273955555552
1782371143.9598305,3,504.08,44.26,11.389064360843554,3522.74831288889,75.04074666666666
1782371145.7381463,3,543.82,43.4,12.530414457824554,3647.6149262222234,37.428906666666684
1782371147.778071,3,507.52,46.02,11.028248347930283,10093.796526222222,98.4491448888889
1782371149.4578655,3,480.06,42.32,11.34357251078515,5780.772522666666,24.04625066666667
1782371151.07832,3,461.44,44.78,10.304600037860652,4511.121379555554,16.527192888888884
1782371152.6580389,3,475.54,38.92,12.21839639726628,4016.291971555555,17.352736000000007
1782371154.397857,3,465.7,44.1,10.560090463490011,6839.876259555556,25.156952888888892
1782371158.357751,2,955.7,126.12,7.577703714100034,10388.624984888887,2133.6194559999994
1782371163.5370872,2,1293.56,131.34,9.848941603099272,53522.93348622222,1554.7910222222224
1782371165.157585,2,1674.96,116.04,14.434332864233602,159995.11089066666,1755.5107448888891
1782371166.9770281,2,1708.94,97.0,17.61793796270167,21.19278933333336,4966.649973333334
1782371168.6169803,2,1726.82,192.1,8.989172259296344,23.17102933333331,679.5949795555555
1782371170.3570547,2,1745.36,99.36,17.566022367491723,5.434677333333355,216.53303822222225
1782371174.0367646,2,1783.26,167.78,10.628561147761586,67196.5511288889,1515.7354026666667
1782371175.7979155,2,1809.06,146.82,12.321618224209113,114504.28411733334,1118.0712248888888
1782371177.7371113,2,1791.48,95.66,18.72757663885034,252.59863822222272,5204.1035839999995
1782371179.3564749,2,1799.06,137.2,13.112682120169957,38.265823999999874,635.3452515555554
